year	tipologia	fondo	segnatura	holder	ark	container
1841	Matrimoni	Stato civile della restaurazione	17600	Catania	an_ua73133	
1841	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	17559	Catania	an_ua73067	
1841	Matrimoni, processetti	Stato civile della restaurazione	17682	Catania	an_ua73092	
1841	Morti	Stato civile della restaurazione	17640	Catania	an_ua73177	
1841	Morti	Stato civile della restaurazione	17640 bis, suppl. 2	Catania	an_ua73176	
1841	Nati	Stato civile della restaurazione	17516	Catania	an_ua73234	w99mVyl
1841	Nati	Stato civile della restaurazione	17517, suppl. 2	Catania	an_ua73235	
1842	Diversi	Stato civile della restaurazione	17663	Catania	an_ua73047	
1842	Matrimoni	Stato civile della restaurazione	17601	Catania	an_ua73134	
1842	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	17560	Catania	an_ua73068	
1842	Matrimoni, processetti	Stato civile della restaurazione	17683	Catania	an_ua73093	
1842	Morti	Stato civile della restaurazione	17641	Catania	an_ua73178	
1842	Nati	Stato civile della restaurazione	17518	Catania	an_ua73236	w99mVqW
1842	Nati	Stato civile della restaurazione	17519, suppl. 2	Catania	an_ua73237	
1843	Diversi	Stato civile della restaurazione	17664	Catania	an_ua73048	
1843	Matrimoni	Stato civile della restaurazione	17602	Catania	an_ua73135	
1843	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	17561	Catania	an_ua73069	
1843	Matrimoni, processetti	Stato civile della restaurazione	17684	Catania	an_ua73094	
1843	Morti	Stato civile della restaurazione	17642	Catania	an_ua73179	
1843	Nati	Stato civile della restaurazione	17520	Catania	an_ua73238	
1843	Nati	Stato civile della restaurazione	17521, suppl. 2	Catania	an_ua73239	
1844	Diversi	Stato civile della restaurazione	17665	Catania	an_ua73049	
1844	Matrimoni	Stato civile della restaurazione	17603	Catania	an_ua73136	
1844	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	17562	Catania	an_ua73070	
1844	Matrimoni, processetti	Stato civile della restaurazione	17685	Catania	an_ua73095	
1844	Morti	Stato civile della restaurazione	17643	Catania	an_ua73180	
1844	Nati	Stato civile della restaurazione	17522	Catania	an_ua73240	
1845	Diversi	Stato civile della restaurazione	17666	Catania	an_ua73050	
1845	Matrimoni	Stato civile della restaurazione	17604	Catania	an_ua73137	
1845	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	17563	Catania	an_ua73071	
1845	Matrimoni, processetti	Stato civile della restaurazione	17686	Catania	an_ua73096	
1845	Morti	Stato civile della restaurazione	17644	Catania	an_ua73181	
1845	Nati	Stato civile della restaurazione	17523	Catania	an_ua73241	
1845	Nati	Stato civile della restaurazione	17524, suppl. 2	Catania	an_ua73242	
1846	Diversi	Stato civile della restaurazione	17667	Catania	an_ua73051	
1846	Matrimoni	Stato civile della restaurazione	17605	Catania	an_ua73138	
1846	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	17564	Catania	an_ua73072	
1846	Matrimoni, processetti	Stato civile della restaurazione	17687	Catania	an_ua73097	
1846	Morti	Stato civile della restaurazione	17645	Catania	an_ua73182	
1846	Nati	Stato civile della restaurazione	17525	Catania	an_ua73243	wQ8WVvl
1847	Diversi	Stato civile della restaurazione	17668	Catania	an_ua73052	
1847	Matrimoni	Stato civile della restaurazione	17606	Catania	an_ua73139	
1847	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	17565	Catania	an_ua73073	
1847	Matrimoni, processetti	Stato civile della restaurazione	17688	Catania	an_ua73098	
1847	Morti	Stato civile della restaurazione	17646	Catania	an_ua73183	
1847	Morti	Stato civile della restaurazione	17647, suppl. 2	Catania	an_ua73184	
1847	Nati	Stato civile della restaurazione	17526	Catania	an_ua73244	5KMXxZ6
1848	Diversi	Stato civile della restaurazione	17669	Catania	an_ua73053	
1848	Matrimoni	Stato civile della restaurazione	17607	Catania	an_ua73140	
1848	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	17566	Catania	an_ua73074	
1848	Matrimoni, processetti	Stato civile della restaurazione	17689	Catania	an_ua73099	
1848	Morti	Stato civile della restaurazione	17648	Catania	an_ua73185	
1848	Nati	Stato civile della restaurazione	17527	Catania	an_ua73245	w68q7aQ
1848	Nati, esposti	Stato civile della restaurazione	17546	Catania	an_ua73200	
1849	Diversi	Stato civile della restaurazione	17670	Catania	an_ua73054	
1849	Matrimoni	Stato civile della restaurazione	17608	Catania	an_ua73141	
1849	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	17567	Catania	an_ua73075	
1849	Matrimoni, processetti	Stato civile della restaurazione	17690	Catania	an_ua73100	
1849	Morti	Stato civile della restaurazione	17649	Catania	an_ua73186	
1849	Nati	Stato civile della restaurazione	17528	Catania	an_ua73246	
1849	Nati, esposti	Stato civile della restaurazione	17547	Catania	an_ua73201	
1850	Diversi	Stato civile della restaurazione	17671	Catania	an_ua73055	
1850	Matrimoni	Stato civile della restaurazione	17609	Catania	an_ua73142	
1850	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	17568	Catania	an_ua73077	
1850	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	17568 bis, suppl. 2	Catania	an_ua73076	
1850	Matrimoni, processetti	Stato civile della restaurazione	17691	Catania	an_ua73101	
1850	Morti	Stato civile della restaurazione	17650	Catania	an_ua73187	
1850	Nati	Stato civile della restaurazione	17529	Catania	an_ua73247	
1850	Nati, esposti	Stato civile della restaurazione	17548	Catania	an_ua73202	
1851	Diversi	Stato civile della restaurazione	17672	Catania	an_ua73056	
1851	Matrimoni	Stato civile della restaurazione	17610	Catania	an_ua73143	
1851	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	17569	Catania	an_ua73078	
1851	Matrimoni, processetti	Stato civile della restaurazione	17692	Catania	an_ua73102	
1851	Morti	Stato civile della restaurazione	17651	Catania	an_ua73188	
1851	Nati	Stato civile della restaurazione	17530	Catania	an_ua73248	
1851	Nati	Stato civile della restaurazione	17531, suppl. 2	Catania	an_ua73249	
1851	Nati, esposti	Stato civile della restaurazione	17549	Catania	an_ua73203	
1851-1900	Morti, annotazioni	Stato civile della restaurazione	9819	Catania	an_ua73154	
1852	Diversi	Stato civile della restaurazione	17673	Catania	an_ua73057	
1852	Matrimoni	Stato civile della restaurazione	17611	Catania	an_ua73144	
1852	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	17570	Catania	an_ua73079	
1852	Matrimoni, processetti	Stato civile della restaurazione	17693	Catania	an_ua73103	
1852	Morti	Stato civile della restaurazione	17652	Catania	an_ua73189	
1852	Nati	Stato civile della restaurazione	17532	Catania	an_ua73250	
1852	Nati, esposti	Stato civile della restaurazione	17550	Catania	an_ua73204	
1853	Diversi	Stato civile della restaurazione	17674	Catania	an_ua73058	
1853	Matrimoni	Stato civile della restaurazione	17612	Catania	an_ua73145	
1853	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	17571	Catania	an_ua73080	
1853	Matrimoni, processetti	Stato civile della restaurazione	17694	Catania	an_ua73104	
1853	Morti	Stato civile della restaurazione	17653	Catania	an_ua73190	
1853	Nati	Stato civile della restaurazione	17533	Catania	an_ua73251	
1853	Nati, esposti	Stato civile della restaurazione	17551	Catania	an_ua73205	
1854	Diversi	Stato civile della restaurazione	17675	Catania	an_ua73059	
1854	Matrimoni	Stato civile della restaurazione	17613	Catania	an_ua73146	
1854	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	17572	Catania	an_ua73081	
1854	Matrimoni, processetti	Stato civile della restaurazione	17695	Catania	an_ua73105	
1854	Morti	Stato civile della restaurazione	17654	Catania	an_ua73191	
1854	Nati	Stato civile della restaurazione	17534	Catania	an_ua73252	
1854	Nati, esposti	Stato civile della restaurazione	17552	Catania	an_ua73206	
1855	Diversi	Stato civile della restaurazione	17676	Catania	an_ua73060	
1855	Matrimoni	Stato civile della restaurazione	17614	Catania	an_ua73147	
1855	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	17573	Catania	an_ua73082	
1855	Matrimoni, processetti	Stato civile della restaurazione	17696	Catania	an_ua73106	
1855	Morti	Stato civile della restaurazione	17655	Catania	an_ua73192	
1855	Nati	Stato civile della restaurazione	17535	Catania	an_ua73253	
1855	Nati, esposti	Stato civile della restaurazione	17553	Catania	an_ua73207	
1856	Diversi	Stato civile della restaurazione	17677	Catania	an_ua73061	
1856	Matrimoni	Stato civile della restaurazione	17615	Catania	an_ua73148	
1856	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	17574	Catania	an_ua73083	
1856	Matrimoni, processetti	Stato civile della restaurazione	17697	Catania	an_ua73107	
1856	Morti	Stato civile della restaurazione	17656	Catania	an_ua73193	
1856	Nati	Stato civile della restaurazione	17536	Catania	an_ua73254	
1856	Nati, esposti	Stato civile della restaurazione	17554	Catania	an_ua73208	
1857	Diversi	Stato civile della restaurazione	17678	Catania	an_ua73062	
1857	Matrimoni	Stato civile della restaurazione	17616	Catania	an_ua73149	
1857	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	17575	Catania	an_ua73085	
1857	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	17575 bis, suppl. 2	Catania	an_ua73084	
1857	Matrimoni, processetti	Stato civile della restaurazione	17698	Catania	an_ua73108	
1857	Morti	Stato civile della restaurazione	17657	Catania	an_ua73194	
1857	Nati	Stato civile della restaurazione	17537	Catania	an_ua73255	
1857	Nati, esposti	Stato civile della restaurazione	17555	Catania	an_ua73209	
1858	Diversi	Stato civile della restaurazione	17679	Catania	an_ua73063	
1858	Matrimoni	Stato civile della restaurazione	17617	Catania	an_ua73150	
1858	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	17576	Catania	an_ua73087	
1858	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	17576 bis, suppl. 2	Catania	an_ua73086	
1858	Matrimoni, processetti	Stato civile della restaurazione	17699	Catania	an_ua73109	
1858	Morti	Stato civile della restaurazione	17658	Catania	an_ua73195	
1858	Nati	Stato civile della restaurazione	17538	Catania	an_ua73256	
1858	Nati	Stato civile della restaurazione	17539, suppl. 2	Catania	an_ua73257	
1858	Nati, esposti	Stato civile della restaurazione	17556	Catania	an_ua73210	
1859	Diversi	Stato civile della restaurazione	17680	Catania	an_ua73064	
1859	Matrimoni	Stato civile della restaurazione	17618	Catania	an_ua73151	
1859	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	17577	Catania	an_ua73089	
1859	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	17577 bis, suppl. 2	Catania	an_ua73088	
1859	Matrimoni, processetti	Stato civile della restaurazione	17700	Catania	an_ua73110	
1859	Morti	Stato civile della restaurazione	17659	Catania	an_ua73196	
1859	Nati	Stato civile della restaurazione	17540	Catania	an_ua73258	
1859	Nati	Stato civile della restaurazione	17541, suppl. 2	Catania	an_ua73259	
1859	Nati, esposti	Stato civile della restaurazione	17557	Catania	an_ua73211	
1860	Diversi	Stato civile della restaurazione	17681	Catania	an_ua73065	
1860	Matrimoni	Stato civile della restaurazione	17619	Catania	an_ua73152	
1860	Matrimoni, memorandum notificazioni ed opposizioni	Stato civile della restaurazione	17578	Catania	an_ua73090	
1860	Matrimoni, processetti	Stato civile della restaurazione	17701	Catania	an_ua73111	
1860	Morti	Stato civile della restaurazione	17660	Catania	an_ua73197	
1860	Morti	Stato civile della restaurazione	17661, suppl. 2	Catania	an_ua73198	
1860	Nati	Stato civile della restaurazione	17542	Catania	an_ua73260	
1860	Nati	Stato civile della restaurazione	17543, suppl. 2	Catania	an_ua73261	
1860	Nati	Stato civile della restaurazione	17544, suppl. 3	Catania	an_ua73262	
1860	Nati, esposti	Stato civile della restaurazione	17558	Catania	an_ua73212	
1866	Cittadinanze	Stato civile italiano	9506	Catania	an_ua83759	
1866	Matrimoni	Stato civile italiano	9449	Catania	an_ua83863	
1866	Matrimoni, allegati	Stato civile italiano	9560	Catania	an_ua83787	
1866	Matrimoni, pubblicazioni	Stato civile italiano	9421	Catania	an_ua83834	
1866	Matrimoni, pubblicazioni allegati	Stato civile italiano	9543	Catania	an_ua83816	
1866	Morti	Stato civile italiano	9478	Catania	an_ua83906	
1866	Morti, allegati	Stato civile italiano	9587	Catania	an_ua83893	
1866	Nati	Stato civile italiano	9393	Catania	an_ua83946	
1867	Cittadinanze	Stato civile italiano	9507	Catania	an_ua83760	
1867	Matrimoni	Stato civile italiano	9450	Catania	an_ua83864	
1867	Matrimoni, allegati	Stato civile italiano	9561	Catania	an_ua83788	
1867	Matrimoni, pubblicazioni	Stato civile italiano	9422	Catania	an_ua83835	
1867	Matrimoni, pubblicazioni allegati	Stato civile italiano	9544	Catania	an_ua83817	
1867	Morti	Stato civile italiano	9479	Catania	an_ua83907	
1867	Nati	Stato civile italiano	9394	Catania	an_ua83947	
1867	Nati, allegati	Stato civile italiano	9533	Catania	an_ua83935	
1868	Cittadinanze	Stato civile italiano	9508	Catania	an_ua83761	
1868	Cittadinanze, allegati	Stato civile italiano	9599	Catania	an_ua83753	
1868	Matrimoni	Stato civile italiano	9451	Catania	an_ua83865	
1868	Matrimoni, allegati	Stato civile italiano	9562	Catania	an_ua83789	
1868	Matrimoni, pubblicazioni	Stato civile italiano	9423	Catania	an_ua83836	
1868	Matrimoni, pubblicazioni allegati	Stato civile italiano	9545	Catania	an_ua83818	
1868	Morti	Stato civile italiano	9480	Catania	an_ua83908	
1868	Morti, allegati	Stato civile italiano	9588	Catania	an_ua83894	
1868	Nati	Stato civile italiano	9395	Catania	an_ua83948	
1869	Cittadinanze	Stato civile italiano	9509	Catania	an_ua83762	
1869	Matrimoni	Stato civile italiano	9452	Catania	an_ua83866	
1869	Matrimoni, allegati	Stato civile italiano	9563	Catania	an_ua83790	
1869	Matrimoni, pubblicazioni	Stato civile italiano	9424	Catania	an_ua83837	
1869	Matrimoni, pubblicazioni allegati	Stato civile italiano	9546	Catania	an_ua83819	
1869	Morti	Stato civile italiano	9481	Catania	an_ua83909	
1869	Morti, allegati	Stato civile italiano	9589	Catania	an_ua83895	
1869	Nati	Stato civile italiano	9396	Catania	an_ua83949	
1869	Nati, allegati	Stato civile italiano	9534	Catania	an_ua83936	
1870	Cittadinanze	Stato civile italiano	9510	Catania	an_ua83763	
1870	Matrimoni	Stato civile italiano	9453	Catania	an_ua83867	
1870	Matrimoni, allegati	Stato civile italiano	9564	Catania	an_ua83791	
1870	Matrimoni, pubblicazioni	Stato civile italiano	9425	Catania	an_ua83838	
1870	Matrimoni, pubblicazioni allegati	Stato civile italiano	9547	Catania	an_ua83820	
1870	Morti	Stato civile italiano	9482	Catania	an_ua83910	
1870	Nati	Stato civile italiano	9397	Catania	an_ua83950	
1871	Cittadinanze	Stato civile italiano	9511	Catania	an_ua83764	
1871	Matrimoni	Stato civile italiano	9454	Catania	an_ua83868	
1871	Matrimoni, allegati	Stato civile italiano	9565	Catania	an_ua83792	
1871	Matrimoni, pubblicazioni	Stato civile italiano	9426	Catania	an_ua83839	
1871	Morti	Stato civile italiano	9483	Catania	an_ua83911	
1871	Nati	Stato civile italiano	9398	Catania	an_ua83951	
1872	Cittadinanze	Stato civile italiano	9512	Catania	an_ua83765	
1872	Cittadinanze, allegati	Stato civile italiano	9600	Catania	an_ua83754	
1872	Matrimoni	Stato civile italiano	9455	Catania	an_ua83869	
1872	Matrimoni, allegati	Stato civile italiano	9566	Catania	an_ua83793	
1872	Matrimoni, pubblicazioni	Stato civile italiano	9427	Catania	an_ua83840	
1872	Morti	Stato civile italiano	9484	Catania	an_ua83912	
1872	Morti, allegati	Stato civile italiano	9590	Catania	an_ua83896	
1872	Nati	Stato civile italiano	9399	Catania	an_ua83952	
1872	Nati, allegati	Stato civile italiano	9535	Catania	an_ua83937	
1873	Cittadinanze	Stato civile italiano	9513	Catania	an_ua83766	
1873	Matrimoni	Stato civile italiano	9456	Catania	an_ua83870	
1873	Matrimoni, allegati	Stato civile italiano	9567	Catania	an_ua83794	
1873	Matrimoni, pubblicazioni	Stato civile italiano	9428	Catania	an_ua83841	
1873	Matrimoni, pubblicazioni allegati	Stato civile italiano	9548	Catania	an_ua83821	
1873	Morti	Stato civile italiano	9485	Catania	an_ua83913	
1873	Morti, allegati	Stato civile italiano	9591	Catania	an_ua83897	
1873	Nati	Stato civile italiano	9400	Catania	an_ua83953	
1874	Cittadinanze	Stato civile italiano	9514	Catania	an_ua83767	
1874	Matrimoni	Stato civile italiano	9457	Catania	an_ua83871	
1874	Matrimoni, allegati	Stato civile italiano	9568	Catania	an_ua83795	
1874	Morti	Stato civile italiano	9486	Catania	an_ua83914	
1874	Nati	Stato civile italiano	9401	Catania	an_ua83954	
1875	Cittadinanze	Stato civile italiano	9515	Catania	an_ua83768	
1875	Cittadinanze, allegati	Stato civile italiano	9601	Catania	an_ua83755	
1875	Matrimoni	Stato civile italiano	9458	Catania	an_ua83872	
1875	Matrimoni, allegati	Stato civile italiano	9569	Catania	an_ua83796	
1875	Matrimoni, pubblicazioni	Stato civile italiano	9429	Catania	an_ua83842	
1875	Matrimoni, pubblicazioni allegati	Stato civile italiano	9549	Catania	an_ua83822	
1875	Morti	Stato civile italiano	9487	Catania	an_ua83915	
1875	Nati	Stato civile italiano	9402	Catania	an_ua83955	
1875	Nati, allegati	Stato civile italiano	9536	Catania	an_ua83938	
1876	Cittadinanze	Stato civile italiano	9516	Catania	an_ua83769	
1876	Cittadinanze, allegati	Stato civile italiano	9602	Catania	an_ua83756	
1876	Matrimoni	Stato civile italiano	9459	Catania	an_ua83873	
1876	Matrimoni, allegati	Stato civile italiano	9570	Catania	an_ua83797	
1876	Matrimoni, pubblicazioni	Stato civile italiano	9430	Catania	an_ua83843	
1876	Morti	Stato civile italiano	9488	Catania	an_ua83916	
1876	Nati	Stato civile italiano	9403	Catania	an_ua83956	
1876	Nati, allegati	Stato civile italiano	9537	Catania	an_ua83939	
1877	Cittadinanze	Stato civile italiano	9517	Catania	an_ua83770	
1877	Matrimoni	Stato civile italiano	9460	Catania	an_ua83874	
1877	Matrimoni	Stato civile italiano	9461, suppl. 2	Catania	an_ua83875	
1877	Matrimoni, allegati	Stato civile italiano	9571	Catania	an_ua83798	
1877	Matrimoni, pubblicazioni	Stato civile italiano	9431	Catania	an_ua83844	
1877	Matrimoni, pubblicazioni allegati	Stato civile italiano	9550	Catania	an_ua83823	
1877	Morti	Stato civile italiano	9489	Catania	an_ua83917	
1877	Morti, allegati	Stato civile italiano	9592	Catania	an_ua83898	
1877	Nati	Stato civile italiano	9404	Catania	an_ua83957	
1878	Cittadinanze	Stato civile italiano	9518	Catania	an_ua83771	
1878	Matrimoni	Stato civile italiano	9462	Catania	an_ua83876	
1878	Matrimoni, allegati	Stato civile italiano	9572	Catania	an_ua83799	
1878	Matrimoni, pubblicazioni	Stato civile italiano	9432	Catania	an_ua83845	
1878	Matrimoni, pubblicazioni allegati	Stato civile italiano	9551	Catania	an_ua83824	
1878	Morti	Stato civile italiano	9490	Catania	an_ua83918	
1878	Nati	Stato civile italiano	9405	Catania	an_ua83958	
1879	Cittadinanze	Stato civile italiano	9519	Catania	an_ua83772	
1879	Matrimoni	Stato civile italiano	9463	Catania	an_ua83877	
1879	Matrimoni, allegati	Stato civile italiano	9573	Catania	an_ua83800	
1879	Matrimoni, pubblicazioni	Stato civile italiano	9433	Catania	an_ua83846	
1879	Matrimoni, pubblicazioni allegati	Stato civile italiano	9552	Catania	an_ua83825	
1879	Morti	Stato civile italiano	9491	Catania	an_ua83919	
1879	Morti, allegati	Stato civile italiano	9593	Catania	an_ua83899	
1879	Nati	Stato civile italiano	9406	Catania	an_ua83959	
1880	Cittadinanze	Stato civile italiano	9520	Catania	an_ua83773	
1880	Matrimoni	Stato civile italiano	9464	Catania	an_ua83878	
1880	Matrimoni, allegati	Stato civile italiano	9574	Catania	an_ua83801	
1880	Matrimoni, pubblicazioni	Stato civile italiano	9434	Catania	an_ua83847	
1880	Matrimoni, pubblicazioni allegati	Stato civile italiano	9553	Catania	an_ua83826	
1880	Morti	Stato civile italiano	9492	Catania	an_ua83920	
1880	Morti, allegati	Stato civile italiano	9594	Catania	an_ua83900	
1880	Nati	Stato civile italiano	9407	Catania	an_ua83960	
1880	Nati, allegati	Stato civile italiano	9538	Catania	an_ua83940	
1881	Cittadinanze	Stato civile italiano	9521	Catania	an_ua83774	
1881	Matrimoni	Stato civile italiano	9465	Catania	an_ua83879	
1881	Matrimoni, allegati	Stato civile italiano	9575	Catania	an_ua83802	
1881	Matrimoni, pubblicazioni	Stato civile italiano	9435	Catania	an_ua83848	
1881	Morti	Stato civile italiano	9493	Catania	an_ua83921	
1881	Nati	Stato civile italiano	9408	Catania	an_ua83961	
1882	Cittadinanze	Stato civile italiano	9522	Catania	an_ua83775	
1882	Matrimoni	Stato civile italiano	9466	Catania	an_ua83880	
1882	Matrimoni, allegati	Stato civile italiano	9576	Catania	an_ua83803	
1882	Matrimoni, pubblicazioni	Stato civile italiano	9436	Catania	an_ua83849	
1882	Matrimoni, pubblicazioni allegati	Stato civile italiano	9554	Catania	an_ua83827	
1882	Morti	Stato civile italiano	9494	Catania	an_ua83922	
1882	Nati	Stato civile italiano	9409	Catania	an_ua83962	
1883	Cittadinanze	Stato civile italiano	9523	Catania	an_ua83776	
1883	Matrimoni	Stato civile italiano	9467	Catania	an_ua83881	
1883	Matrimoni, allegati	Stato civile italiano	9577	Catania	an_ua83805	
1883	Matrimoni, allegati	Stato civile italiano	9577, cont.	Catania	an_ua83804	
1883	Matrimoni, pubblicazioni	Stato civile italiano	9437	Catania	an_ua83850	
1883	Matrimoni, pubblicazioni	Stato civile italiano	9438, suppl. 2	Catania	an_ua83851	
1883	Matrimoni, pubblicazioni allegati	Stato civile italiano	9555	Catania	an_ua83828	
1883	Morti	Stato civile italiano	9495	Catania	an_ua83923	
1883	Nati	Stato civile italiano	9410	Catania	an_ua83963	
1884	Cittadinanze	Stato civile italiano	9524	Catania	an_ua83777	
1884	Matrimoni	Stato civile italiano	9468	Catania	an_ua83882	
1884	Matrimoni, allegati	Stato civile italiano	9578	Catania	an_ua83806	
1884	Matrimoni, pubblicazioni	Stato civile italiano	9439	Catania	an_ua83852	
1884	Morti	Stato civile italiano	9496	Catania	an_ua83924	
1884	Nati	Stato civile italiano	9411	Catania	an_ua83964	
1885	Matrimoni	Stato civile italiano	9469	Catania	an_ua83883	
1885	Matrimoni, allegati	Stato civile italiano	9579	Catania	an_ua83807	
1885	Matrimoni, pubblicazioni	Stato civile italiano	9440	Catania	an_ua83853	
1885	Morti	Stato civile italiano	9497	Catania	an_ua83925	
1885	Nati	Stato civile italiano	9412	Catania	an_ua83965	
1886	Cittadinanze	Stato civile italiano	9525	Catania	an_ua83778	
1886	Matrimoni	Stato civile italiano	9470	Catania	an_ua83884	
1886	Matrimoni, pubblicazioni	Stato civile italiano	9441	Catania	an_ua83854	
1886	Matrimoni, pubblicazioni allegati	Stato civile italiano	9556	Catania	an_ua83829	
1886	Morti	Stato civile italiano	9498	Catania	an_ua83926	
1886	Nati	Stato civile italiano	9413	Catania	an_ua83966	
1887	Cittadinanze	Stato civile italiano	9526	Catania	an_ua83779	
1887	Matrimoni	Stato civile italiano	9471	Catania	an_ua83885	
1887	Matrimoni, allegati	Stato civile italiano	9580	Catania	an_ua83808	
